Id_OT_Simaf;Formaciones;Módulos;OT_Simaf;Ingreso;Tipo_Tarea;Tarea;Km;Fecha_Inicio;Fecha_Fin;Observaciones;Clase_Vehículos
22630;135;46;130-15382;Programado;Preventivo;IQ2;1.136.727,00;09/08/2023;10/08/2023;;C
22504;135;46;130-15303;Programado;Preventivo;IQ1;1.131.271,00;29/07/2023;30/07/2023;;C
22396;135;46;4-37582;Programado;Preventivo;IB;1.125.825,00;19/07/2023;20/07/2023;;C
22177;135;46;287-7925;Programado;Preventivo;IQ3;1.117.152,00;28/06/2023;29/06/2023;;C
22064;135;46;130-15023;Programado;Preventivo;IQ2;1.112.129,00;17/06/2023;18/06/2023;;C
21921;135;46;130-14943;Programado;Preventivo;IQ1;1.106.636,00;05/06/2023;06/06/2023;;C
21807;135;46;4-36724;Programado;Preventivo;IB;1.101.058,00;24/05/2023;25/05/2023;;C
21685;135;46;130-14786;Programado;Preventivo;IQ3;1.095.789,00;13/05/2023;14/05/2023;;C
21542;135;46;130-14690;Programado;Preventivo;IQ2;1.089.139,00;29/04/2023;30/04/2023;;C
21430;135;46;130-14610;Programado;Preventivo;IQ1;1.083.464,00;17/04/2023;18/04/2023;;C
21284;135;46;4-35953;Programado;Preventivo;IB;1.076.411,00;04/04/2023;05/04/2023;;C
21139;135;46;4-35737;Programado;Preventivo;IQ3;1.070.351,00;21/03/2023;22/03/2023;;C
20992;135;46;130-14330;Programado;Preventivo;IQ2;1.063.542,00;06/03/2023;07/03/2023;;C
20841;135;46;130-14226;Programado;Preventivo;IQ1;1.057.042,00;19/02/2023;20/02/2023;;C
20676;135;46;4-35046;Programado;Preventivo;IB;1.051.003,00;03/02/2023;04/02/2023;;C
20567;135;46;130-14053;Programado;Preventivo;IQ3;1.046.236,00;24/01/2023;25/01/2023;;C
20422;135;46;130-13967;Programado;Preventivo;IQ2;1.041.048,00;10/01/2023;11/01/2023;;C
20213;135;46;4-34344;Programado;Preventivo;IQ1;1.034.519,00;23/12/2022;23/12/2022;;C
20019;135;46;4-34076;Programado;Preventivo;IB;1.028.824,00;04/12/2022;05/12/2022;;C
19864;135;46;287-6274;Programado;Preventivo;IQ3;1.023.573,00;18/11/2022;19/11/2022;;C
19742;135;46;130-13557;Programado;Preventivo;IQ2;1.017.043,00;06/11/2022;07/11/2022;;C
19583;135;46;130-13476;Programado;Preventivo;IQ1;1.010.538,00;23/10/2022;24/10/2022;;C
19477;135;46;4-33266;Programado;Preventivo;IB;1.004.926,00;12/10/2022;13/10/2022;;C
19375;135;46;130-13348;Programado;Preventivo;IQ3;1.000.188,00;02/10/2022;03/10/2022;;C
19244;135;46;130-13249;Programado;Preventivo;IQ2;993.769,00;18/09/2022;19/09/2022;;C
19117;135;46;130-13162;Programado;Preventivo;IQ1;987.635,00;05/09/2022;06/09/2022;;C
18857;135;46;287-5583;Programado;Preventivo;BA2;982.214,00;11/08/2022;20/08/2022;;C
18692;135;46;4-32068;Programado;Preventivo;IQ1;974.958,00;28/07/2022;29/07/2022;;C
18549;135;46;4-31834;Programado;Preventivo;IB;967.961,00;14/07/2022;15/07/2022;;C
18413;135;46;130-12722;Programado;Preventivo;IQ3;961.068,00;30/06/2022;01/07/2022;;C
18282;135;46;130-12652;Programado;Preventivo;IQ2;956.191,00;20/06/2022;21/06/2022;;C
18185;135;46;130-12587;Programado;Preventivo;IQ1;951.691,00;09/06/2022;10/06/2022;;C
18015;135;46;4-31058;Programado;Preventivo;IB;945.033,00;25/05/2022;26/05/2022;;C
17830;135;46;130-12379;Programado;Preventivo;IQ3;936.552,00;08/05/2022;09/05/2022;;C
17705;135;46;130-12297;Programado;Preventivo;IQ2;930.264,00;26/04/2022;27/04/2022;;C
17375;135;46;130-12197;Programado;Preventivo;IQ1;922.041,00;11/04/2022;12/04/2022;;C
17055;135;46;4-30169;Programado;Preventivo;IB;916.637,00;28/03/2022;29/03/2022;;C
16950;135;46;130-12012;Programado;Preventivo;IQ3;910.177,00;14/03/2022;15/03/2022;;C
16837;135;46;130-11904;Programado;Preventivo;IQ2;903.653,00;26/02/2022;27/02/2022;;C
16726;135;46;130-11830;Programado;Preventivo;IQ1;897.807,00;15/02/2022;16/02/2022;;C
16646;135;46;4-29290;Programado;Preventivo;IB;892.392,00;04/02/2022;05/02/2022;;C
16057;135;46;130-11615;Programado;Preventivo;IQ3;883.370,00;15/01/2022;16/01/2022;;C
15788;135;46;4-28738;Programado;Preventivo;IQ2;877.218,00;30/12/2021;31/12/2021;;C
15893;135;46;130-11423;Programado;Preventivo;IQ1;870.433,00;15/12/2021;16/12/2021;;C
15454;135;46;4-28258;Programado;Preventivo;IB;863.681,00;30/11/2021;01/12/2021;;C
15358;135;46;130-11229;Programado;Preventivo;IQ3;856.854,00;15/11/2021;16/11/2021;;C
15263;135;46;130-11141;Programado;Preventivo;IQ2;850.934,00;02/11/2021;03/11/2021;;C
15153;135;46;130-11045;Programado;Preventivo;IQ1;844.337,00;19/10/2021;20/10/2021;;C
13002;135;46;4-27187;Programado;Preventivo;IB;834.379,00;28/09/2021;29/09/2021;;C
12889;135;46;130-10796;Programado;Preventivo;IQ3;826.191,00;12/09/2021;13/09/2021;;C
12789;135;46;130-10696;Programado;Preventivo;IQ2;819.146,00;28/08/2021;29/08/2021;;C
12689;135;46;130-10599;Programado;Preventivo;IQ1;812.273,00;14/08/2021;15/08/2021;;C
12588;135;46;4-25997;Programado;Preventivo;AN3;806.146,00;25/07/2021;02/08/2021;;C
12478;135;46;130-10397;Programado;Preventivo;IQ1;802.391,00;16/07/2021;17/07/2021;;C
12405;135;46;4-25635;Programado;Preventivo;IB;797.588,00;05/07/2021;06/07/2021;;C
12322;135;46;4-25364;Programado;Preventivo;IQ3;791.668,00;22/06/2021;23/06/2021;;C
12187;135;46;287-2196;Programado;Preventivo;IQ2;783.428,00;04/06/2021;05/06/2021;Realizo DOA;C
12092;135;46;130-10030;Programado;Preventivo;IQ1;777.434,00;22/05/2021;23/05/2021;;C
11973;135;46;4-24462;Programado;Preventivo;IB;773.656,00;07/05/2021;08/05/2021;;C
11875;135;46;130-9836;Programado;Preventivo;IQ3;766.875,00;24/04/2021;25/04/2021;;C
11781;135;46;130-9750;Programado;Preventivo;IQ2;760.754,00;12/04/2021;13/04/2021;;C
11673;135;46;130-9625;Programado;Preventivo;IQ1;753.911,00;24/03/2021;24/03/2021;;C
11583;135;46;4-23277;Programado;Preventivo;IB;747.087,00;10/03/2021;10/03/2021;;C
11485;135;46;130-9433;Programado;Preventivo;IQ3;740.536,00;25/02/2021;25/02/2021;;C
11395;135;46;130-9345;Programado;Preventivo;IQ2;734.515,00;12/02/2021;12/02/2021;;C
11315;135;46;130-9273;Programado;Preventivo;IQ1;729.377,00;01/02/2021;01/02/2021;;C
11205;135;46;4-22257;Programado;Preventivo;SE;722.373,00;17/01/2021;17/01/2021;;C
9007;135;46;130-9023;Programado;Preventivo;IQ2;714.211,00;28/12/2020;28/12/2020;;C
8910;135;46;130-8925;Programado;Preventivo;IQ1;707.434,00;14/12/2020;14/12/2020;;C
8810;135;46;4-21324;Programado;Preventivo;IB;701.687,00;30/11/2020;30/11/2020;;C
8725;135;46;130-8748;Programado;Preventivo;IQ3;694.847,00;18/11/2020;18/11/2020;;C
8632;135;46;130-8663;Programado;Preventivo;IQ2;689.492,00;06/11/2020;06/11/2020;;C
8519;135;46;130-8546;Programado;Preventivo;IQ1;681.291,00;21/10/2020;21/10/2020;;C
8404;135;46;4-20233;Programado;Preventivo;IB;674.410,00;05/10/2020;05/10/2020;;C
8262;135;46;4-19875;Programado;Preventivo;IB;664.751,00;15/09/2020;15/09/2020;;C
8144;135;46;130-8171;Programado;Preventivo;IQ3;655.985,00;28/08/2020;28/08/2020;;C
8059;135;46;130-8088;Programado;Preventivo;IQ2;650.363,00;16/08/2020;16/08/2020;;C
7948;135;46;4-19030;Programado;Preventivo;IQ1;642.833,00;31/07/2020;31/07/2020;;C
7785;135;46;287-678;Programado;Preventivo;RS;636.258,00;10/06/2020;08/07/2020;No intercambia cambia Bogies - UT reciente no se realiza de nuevo;C
7398;135;46;130-7424;Programado;Preventivo;IQ3;630.128,00;16/05/2020;16/05/2020;;C
7299;135;46;130-7327;Programado;Preventivo;IQ2;623.535,00;03/05/2020;03/05/2020;;C
7164;135;46;130-7203;Programado;Preventivo;IQ1;616.921,00;15/04/2020;15/04/2020;;C
7076;135;46;4-16592;Programado;Preventivo;IB;610.319,00;26/03/2020;26/03/2020;;C
6994;135;46;130-6992;Programado;Preventivo;IQ3;606.179,00;13/03/2020;13/03/2020;;C
6903;135;46;130-6913;Programado;Preventivo;IQ2;599.862,00;01/03/2020;01/03/2020;;C
6790;135;46;130-6800;Programado;Preventivo;IQ1;592.342,00;13/02/2020;13/02/2020;;C
6679;135;46;4-15486;Programado;Preventivo;IB;584.765,00;29/01/2020;29/01/2020;;C
6567;135;46;130-6590;Programado;Preventivo;IQ3;577.433,00;14/01/2020;14/01/2020;;C
6489;135;46;130-6510;Programado;Preventivo;IQ2;573.419,00;03/01/2020;03/01/2020;;C
6380;135;46;130-6397;Programado;Preventivo;IQ1;564.977,00;18/12/2019;18/12/2019;;C
6275;135;46;4-14418;Programado;Preventivo;IB;557.151,00;03/12/2019;03/12/2019;;C
6160;135;46;4-14031;Programado;Preventivo;IQ3;549.118,00;18/11/2019;18/11/2019;;C
6044;135;46;SINF-05873;Programado;Preventivo;IQ2;541.868,00;01/11/2019;01/11/2019;;C
5941;135;46;SINF-05792;Programado;Preventivo;IQ1;534.487,00;18/10/2019;18/10/2019;;C
5820;135;46;SINF-05696;Programado;Preventivo;IB;525.882,00;30/09/2019;30/09/2019;;C
5718;135;46;SINF-05611;Programado;Preventivo;IQ;517.800,00;13/09/2019;13/09/2019;;C
5648;135;46;SINF-05553;Programado;Preventivo;IQ;511.317,00;31/08/2019;31/08/2019;;C
5567;135;46;SINF-05477;Programado;Preventivo;IQ;504.681,00;18/08/2019;18/08/2019;;C
5475;135;46;SINF-05390;Programado;Preventivo;AN2;497.848,00;31/07/2019;03/08/2019;;C
5353;135;46;SINF-05275;Programado;Preventivo;IQ;492.127,00;15/07/2019;15/07/2019;;C
5242;135;46;SINF-05172;Programado;Preventivo;IQ;486.599,00;29/06/2019;29/06/2019;;C
5169;135;46;SINF-05103;Programado;Preventivo;IQ;482.513,00;19/06/2019;19/06/2019;;C
5086;135;46;SINF-05024;Programado;Preventivo;IB;477.452,00;07/06/2019;07/06/2019;;C
4963;135;46;SINF-04909;Programado;Preventivo;IQ;465.610,00;14/05/2019;14/05/2019;;C
4875;135;46;4-9950;Programado;Preventivo;IQ;459.661,00;30/04/2019;30/04/2019;;C
4789;135;46;SINF-04741;Programado;Preventivo;IB;453.211,00;17/04/2019;17/04/2019;;C
4689;135;46;SINF-04651;Programado;Preventivo;IQ;445.488,00;02/04/2019;02/04/2019;;C
4601;135;46;SINF-04568;Programado;Preventivo;IQ;440.630,00;20/03/2019;20/03/2019;;C
4523;135;46;SINF-04493;Programado;Preventivo;IQ;435.086,00;07/03/2019;07/03/2019;;C
4440;135;46;SINF-04411;Programado;Preventivo;IB;429.722,00;23/02/2019;23/02/2019;;C
4351;135;46;4-8486;Programado;Preventivo;IQ;422.814,00;09/02/2019;09/02/2019;;C
4198;135;46;SINF-04179;Programado;Preventivo;IQ;411.377,00;09/01/2019;09/01/2019;;C
4106;135;46;SINF-04092;Programado;Preventivo;BA1;405.209,00;15/12/2018;20/12/2018;;C
3997;135;46;SINF-03981;Programado;Preventivo;IB;393.166,00;22/11/2018;22/11/2018;;C
3924;135;46;SINF-03908;Programado;Preventivo;IQ;387.936,00;10/11/2018;10/11/2018;;C
3844;135;46;SINF-03825;Programado;Preventivo;IQ;382.248,00;28/10/2018;28/10/2018;;C
3759;135;46;SINF-03743;Programado;Preventivo;IQ;376.256,00;14/10/2018;14/10/2018;;C
3691;135;46;SINF-03672;Programado;Preventivo;IB;371.448,00;03/10/2018;03/10/2018;;C
3609;135;46;SINF-03593;Programado;Preventivo;IQ;364.272,00;16/09/2018;16/09/2018;;C
3521;135;46;SINF-03505;Programado;Preventivo;IQ;356.727,00;02/09/2018;02/09/2018;;C
3431;135;46;SINF-03413;Programado;Preventivo;IQ;350.405,00;17/08/2018;17/08/2018;;C
3357;135;46;SINF-03338;Programado;Preventivo;IB;345.057,00;05/08/2018;05/08/2018;;C
3276;135;46;SINF-03260;Programado;Preventivo;IQ;339.508,00;23/07/2018;23/07/2018;;C
3203;135;46;SINF-03187;Programado;Preventivo;IQ;334.524,00;11/07/2018;11/07/2018;;C
3134;135;46;SINF-03118;Programado;Preventivo;IQ;329.121,00;30/06/2018;30/06/2018;;C
3049;135;46;SINF-03035;Programado;Preventivo;IB;323.022,00;15/06/2018;15/06/2018;;C
2968;135;46;SINF-02950;Programado;Preventivo;IQ;318.084,00;02/06/2018;02/06/2018;;C
2890;135;46;SINF-02873;Programado;Preventivo;IQ;;17/05/2018;17/05/2018;;C
2800;135;46;SINF-02784;Programado;Preventivo;IQ;305.836,00;30/04/2018;30/04/2018;;C
2717;135;46;SINF-02699;Programado;Preventivo;IB;300.541,00;16/04/2018;16/04/2018;;C
2645;135;46;SINF-02629;Programado;Preventivo;IQ;293.207,00;30/03/2018;30/03/2018;;C
2558;135;46;SINF-02542;Programado;Preventivo;IQ;287.586,00;11/03/2018;11/03/2018;;C
2465;135;46;SINF-02449;Programado;Preventivo;IQ;279.735,00;20/02/2018;20/02/2018;;C
2385;135;46;SINF-02369;Programado;Preventivo;IB;275.448,00;01/02/2018;01/02/2018;;C
2302;135;46;SINF-02286;Programado;Preventivo;IQ;270.097,00;17/01/2018;17/01/2018;;C
2216;135;46;SINF-02198;Programado;Preventivo;IQ;262.741,00;30/12/2017;30/12/2017;;C
2133;135;46;SINF-02113;Programado;Preventivo;IQ;255.224,00;12/12/2017;12/12/2017;;C
2083;135;46;SINF-02067;Programado;Preventivo;IQ;111.479,00;03/12/2017;03/12/2017;;C
2053;135;46;SINF-02035;Programado;Preventivo;IB;249.326,00;27/11/2017;27/11/2017;;C
1976;135;46;SINF-01960;Programado;Preventivo;IQ;239.574,00;10/11/2017;10/11/2017;;C
1911;135;46;SINF-01895;Programado;Preventivo;IQ;236.496,00;27/10/2017;27/10/2017;;C
1828;135;46;SINF-01812;Programado;Preventivo;IQ;228.525,00;09/10/2017;09/10/2017;;C
1755;135;46;SINF-01739;Programado;Preventivo;AN1;220.728,00;12/09/2017;22/09/2017;;C
1671;135;46;SINF-01655;Programado;Preventivo;IQ;216.995,00;02/09/2017;02/09/2017;;C
1591;135;46;SINF-01576;Programado;Preventivo;IQ;210.678,00;17/08/2017;17/08/2017;;C
1519;135;46;SINF-01503;Programado;Preventivo;IQ;204.872,00;01/08/2017;01/08/2017;;C
1444;135;46;SINF-01426;Programado;Preventivo;IB;195.121,00;12/07/2017;12/07/2017;;C
1365;135;46;SINF-01349;Programado;Preventivo;IQ;188.056,00;26/06/2017;26/06/2017;;C
1309;135;46;SINF-01293;Programado;Preventivo;IQ;182.428,00;12/06/2017;12/06/2017;;C
1246;135;46;SINF-01231;Programado;Preventivo;IQ;178.221,00;30/05/2017;30/05/2017;;C
1184;135;46;SINF-01170;Programado;Preventivo;IB;172.583,00;16/05/2017;16/05/2017;;C
1127;135;46;SINF-01111;Programado;Preventivo;IQ;165.125,00;29/04/2017;29/04/2017;;C
1065;135;46;SINF-01048;Programado;Preventivo;IQ;157.277,00;12/04/2017;12/04/2017;;C
1007;135;46;SINF-00991;Programado;Preventivo;IQ;150.565,00;27/03/2017;27/03/2017;;C
942;135;46;SINF-00925;Programado;Preventivo;IB;144.330,00;09/03/2017;09/03/2017;;C
877;135;46;SINF-00861;Programado;Preventivo;IQ;134.813,00;13/02/2017;13/02/2017;;C
827;135;46;SINF-00811;Programado;Preventivo;IQ;128.055,00;26/01/2017;26/01/2017;;C
770;135;46;SINF-00754;Programado;Preventivo;IQ;119.018,00;06/01/2017;06/01/2017;;C
633;135;46;SINF-00617;Programado;Preventivo;IQ;96.783,00;16/11/2016;16/11/2016;;C
586;135;46;SINF-00570;Programado;Preventivo;IQ;88.364,00;28/10/2016;28/10/2016;;C
552;135;46;SINF-00536;Programado;Preventivo;IB;80.764,00;13/10/2016;13/10/2016;;C
498;135;46;SINF-00480;Programado;Preventivo;IQ;72.706,00;13/09/2016;13/09/2016;;C
447;135;46;SINF-00431;Programado;Preventivo;IQ;67.606,00;22/08/2016;22/08/2016;;C
429;135;46;SINF-00413;Programado;Preventivo;IQ;61.922,00;05/08/2016;05/08/2016;;C
397;135;46;SINF-00381;Programado;Preventivo;IB;52.967,00;13/07/2016;13/07/2016;;C
339;135;46;SINF-00323;Programado;Preventivo;IQ;46.594,00;01/06/2016;01/06/2016;;C
340;135;46;SINF-00324;Programado;Preventivo;IQ;38.543,00;01/06/2016;01/06/2016;;C
313;135;46;SINF-00297;Programado;Preventivo;IQ;33.033,00;12/05/2016;12/05/2016;;C
281;135;46;SINF-00265;Programado;Preventivo;IB;26.265,00;21/04/2016;21/04/2016;;C
249;135;46;SINF-00232;Programado;Preventivo;IQ;20.987,00;31/03/2016;31/03/2016;;C
225;135;46;SINF-00209;Programado;Preventivo;IQ;15.052,00;10/03/2016;10/03/2016;;C
194;135;46;SINF-00178;Programado;Preventivo;IQ;7.235,00;17/02/2016;17/02/2016;;C
171;135;46;SINF-00156;Programado;Preventivo;Puesta en Servicio;0,00;31/01/2016;31/01/2016;;C
28;135;46;SINF-00013;Programado;Preventivo;IQ;5.632,00;27/07/2015;27/07/2015;;C
2851;162;47;SINF-02835;Programado;Preventivo;IB;306.995,00;10/05/2018;10/05/2018;;A
2779;162;47;SINF-02764;Programado;Preventivo;IQ;303.043,00;25/04/2018;25/04/2018;;A
2697;162;47;SINF-02680;Programado;Preventivo;IQ;198.053,00;11/04/2018;11/04/2018;;A
2617;162;47;SINF-02601;Programado;Preventivo;IQ;292.126,00;26/03/2018;26/03/2018;;A
2532;162;47;SINF-02516;Programado;Preventivo;IB;283.131,00;06/03/2018;06/03/2018;;A
2460;162;47;SINF-02444;Programado;Preventivo;IQ;276.325,00;19/02/2018;19/02/2018;;A
2378;162;47;SINF-02360;Programado;Preventivo;IQ;268.690,00;31/01/2018;31/01/2018;;A
2288;162;47;SINF-02269;Programado;Preventivo;IQ;262.239,00;15/01/2018;15/01/2018;;A
2224;162;47;SINF-02208;Programado;Preventivo;IB;257.100,00;02/01/2018;02/01/2018;;A
2141;162;47;SINF-02127;Programado;Preventivo;IQ;249.750,00;13/12/2017;13/12/2017;;A
2018;162;47;SINF-02002;Programado;Preventivo;IQ;243.935,00;20/11/2017;20/11/2017;;A
1941;162;47;SINF-01925;Programado;Preventivo;IQ;236.932,00;03/11/2017;03/11/2017;;A
1829;162;47;SINF-01813;Programado;Preventivo;AN1;229.948,00;09/10/2017;09/10/2017;;A
1756;162;47;SINF-01737;Programado;Preventivo;IQ;224.213,00;22/09/2017;22/09/2017;;A
1681;162;47;SINF-01663;Programado;Preventivo;IQ;216.983,00;05/09/2017;05/09/2017;;A
1604;162;47;SINF-01588;Programado;Preventivo;IQ;208.775,00;19/08/2017;19/08/2017;;A
1532;162;47;SINF-01516;Programado;Preventivo;IB;203.345,00;03/08/2017;03/08/2017;;A
1463;162;47;SINF-01444;Programado;Preventivo;IQ;198.526,00;17/07/2017;17/07/2017;;A
1381;162;47;SINF-01363;Programado;Preventivo;IQ;189.962,00;29/06/2017;29/06/2017;;A
1320;162;47;SINF-01304;Programado;Preventivo;IQ;183.892,00;14/06/2017;14/06/2017;;A
1264;162;47;SINF-01249;Programado;Preventivo;IB;179.191,00;02/06/2017;02/06/2017;;A
1191;162;47;SINF-01175;Programado;Preventivo;IQ;172.871,00;17/05/2017;17/05/2017;;A
1117;162;47;SINF-01101;Programado;Preventivo;IQ;164.118,00;26/04/2017;26/04/2017;;A
1054;162;47;SINF-01039;Programado;Preventivo;IQ;157.543,00;10/04/2017;10/04/2017;;A
995;162;47;SINF-00979;Programado;Preventivo;IB;149.861,00;23/03/2017;23/03/2017;;A
921;162;47;SINF-00904;Programado;Preventivo;IQ;141.734,00;01/03/2017;01/03/2017;;A
843;162;47;SINF-00828;Programado;Preventivo;IQ;125.923,00;01/02/2017;01/02/2017;;A
844;162;47;SINF-00827;Programado;Preventivo;IQ;133.995,00;01/02/2017;01/02/2017;;A
736;162;47;SINF-00719;Programado;Preventivo;IB;119.545,00;28/12/2016;28/12/2016;;A
687;162;47;SINF-00671;Programado;Preventivo;IQ;111.396,00;08/12/2016;08/12/2016;;A
642;162;47;SINF-00625;Programado;Preventivo;IQ;101.898,00;18/11/2016;18/11/2016;;A
597;162;47;SINF-00581;Programado;Preventivo;IQ;94.016,00;02/11/2016;02/11/2016;;A
555;162;47;SINF-00539;Programado;Preventivo;IB;87.148,00;14/10/2016;14/10/2016;;A
524;162;47;SINF-00508;Programado;Preventivo;IQ;46.892,00;29/09/2016;29/09/2016;;A
519;162;47;SINF-00503;Programado;Preventivo;IQ;79.333,00;27/09/2016;27/09/2016;;A
491;162;47;SINF-00475;Programado;Preventivo;IQ;70.484,00;08/09/2016;08/09/2016;;A
439;162;47;SINF-00423;Programado;Preventivo;IQ;60.022,00;16/08/2016;16/08/2016;;A
409;162;47;SINF-00393;Programado;Preventivo;IB;52.941,00;25/07/2016;25/07/2016;;A
341;162;47;SINF-00325;Programado;Preventivo;IQ;38.978,00;01/06/2016;01/06/2016;;A
314;162;47;SINF-00298;Programado;Preventivo;IQ;33.475,00;12/05/2016;12/05/2016;;A
282;162;47;SINF-00266;Programado;Preventivo;IB;26.714,00;21/04/2016;21/04/2016;;A
250;162;47;SINF-00235;Programado;Preventivo;IQ;21.441,00;31/03/2016;31/03/2016;;A
226;162;47;SINF-00210;Programado;Preventivo;IQ;15.511,00;10/03/2016;10/03/2016;;A
195;162;47;SINF-00179;Programado;Preventivo;IQ;7.781,00;17/02/2016;17/02/2016;;A
14887;162;47;SINF-06347;Programado;Preventivo;Puesta en Servicio;0,00;31/01/2016;31/01/2016;;A
31456;155;48;42060;Programado;Preventivo;BA3;1.416.198,00;27/11/2025;09/12/2025;;C
31397;155;48;41004;Programado;Preventivo;IQ3;1.413.443,00;19/11/2025;20/11/2025;;C
31227;155;48;38516;Programado;Preventivo;IQ2;1.408.394,00;04/11/2025;05/11/2025;;C
31119;155;48;36930;Programado;Preventivo;IQ1;1.403.232,00;25/10/2025;26/10/2025;;C
30940;155;48;34265;Programado;Preventivo;IB;1.397.435,00;08/10/2025;09/10/2025;;C
30825;155;48;32477;Programado;Preventivo;IQ3;1.392.647,00;28/09/2025;29/09/2025;;C
30647;155;48;29788;Programado;Preventivo;IQ2;1.386.320,00;10/09/2025;11/09/2025;;C
30516;155;48;27696;Programado;Preventivo;IQ1;1.380.743,00;28/08/2025;29/08/2025;;C
30365;155;48;26010;Programado;Preventivo;IB;1.375.194,00;17/08/2025;18/08/2025;;C
30207;155;48;23735;Programado;Preventivo;IQ3;1.370.732,00;01/08/2025;02/08/2025;;C
30083;155;48;21732;Programado;Preventivo;IQ2;1.364.988,00;18/07/2025;19/07/2025;;C
29917;155;48;19149;Programado;Preventivo;IQ1;1.358.892,00;01/07/2025;02/07/2025;;C
29750;155;48;16864;Programado;Preventivo;IB;1.352.320,00;16/06/2025;17/06/2025;;C
29595;155;48;14643;Programado;Preventivo;IQ3;1.346.130,00;31/05/2025;01/06/2025;;C
29451;155;48;12655;Programado;Preventivo;IQ2;1.339.719,00;17/05/2025;18/05/2025;;C
29331;155;48;10332;Programado;Preventivo;IQ1;1.333.938,00;06/05/2025;07/05/2025;;C
29225;155;48;8593;Programado;Preventivo;IB;1.328.813,00;25/04/2025;26/04/2025;;C
29080;155;48;6329;Programado;Preventivo;IQ3;1.323.392,00;12/04/2025;12/04/2025;;C
28969;155;48;130-19344;Programado;Preventivo;IQ2;1.318.331,00;31/03/2025;01/04/2025;;C
28818;155;48;130-19243;Programado;Preventivo;IQ1;1.311.061,00;16/03/2025;17/03/2025;;C
28644;155;48;4-46932;Programado;Preventivo;IB;1.304.542,00;27/02/2025;28/02/2025;;C
28514;155;48;130-19049;Programado;Preventivo;IQ3;1.299.317,00;15/02/2025;16/02/2025;;C
28390;155;48;130-18969;Programado;Preventivo;IQ2;1.292.936,00;03/02/2025;04/02/2025;;C
28265;155;48;130-18884;Programado;Preventivo;IQ1;1.287.248,00;22/01/2025;23/01/2025;;C
28028;155;48;"	287-12369";Programado;Preventivo;IB;1.281.467,00;02/01/2025;09/01/2025;;C
27897;155;48;130-18647;Programado;Preventivo;IQ2;1.278.947,00;18/12/2024;19/12/2024;;C
27771;155;48;130-18560;Programado;Preventivo;IQ1;1.273.156,00;06/12/2024;07/12/2024;;C
27625;155;48;4-45430;Programado;Preventivo;IB;1.267.734,00;22/11/2024;23/11/2024;;C
27521;155;48;130-18397;Programado;Preventivo;IQ3;1.264.028,00;12/11/2024;13/11/2024;;C
27340;155;48;130-18307;Programado;Preventivo;IQ2;1.257.926,00;29/10/2024;30/10/2024;;C
27216;155;48;130-18225;Programado;Preventivo;IQ1;1.251.428,00;17/10/2024;18/10/2024;;C
26901;155;48;287-11521;Programado;Preventivo;AN4;1.244.455,00;16/09/2024;24/09/2024;;C
26743;155;48;130-17929;Programado;Preventivo;IQ1;1.237.530,00;03/09/2024;04/09/2024;;C
26618;155;48;4-44007;Programado;Preventivo;IB;1.232.241,00;21/08/2024;22/08/2024;;C
26508;155;48;4-43884;Programado;Preventivo;IQ3;1.228.909,00;13/08/2024;14/08/2024;;C
26376;155;48;130-17718;Programado;Preventivo;IQ2;1.222.863,00;31/07/2024;01/08/2024;;C
26193;155;48;130-17610;Programado;Preventivo;IQ1;1.215.171,00;15/07/2024;16/07/2024;;C
26046;155;48;4-43234;Programado;Preventivo;IB;1.208.640,00;01/07/2024;02/07/2024;;C
25893;155;48;130-17421;Programado;Preventivo;IQ3;1.201.779,00;17/06/2024;18/06/2024;;C
25741;155;48;130-17309;Programado;Preventivo;IQ2;1.194.646,00;01/06/2024;02/06/2024;;C
25588;155;48;130-17207;Programado;Preventivo;IQ1;1.188.544,00;17/05/2024;18/05/2024;;C
25477;155;48;4-42380;Programado;Preventivo;IB;1.183.839,00;06/05/2024;07/05/2024;;C
25341;155;48;130-17047;Programado;Preventivo;IQ3;1.177.937,00;23/04/2024;24/04/2024;;C
25193;155;48;130-16950;Programado;Preventivo;IQ2;1.170.774,00;09/04/2024;10/04/2024;;C
25066;155;48;130-16860;Programado;Preventivo;IQ1;1.164.809,00;26/03/2024;27/03/2024;;C
24909;155;48;4-41485;Programado;Preventivo;IB;1.158.479,00;13/03/2024;14/03/2024;;C
24785;155;48;130-16694;Programado;Preventivo;IQ3;1.152.844,00;03/03/2024;04/03/2024;;C
24676;155;48;130-16614;Programado;Preventivo;IQ2;1.147.724,00;20/02/2024;21/02/2024;;C
24543;155;48;130-16519;Programado;Preventivo;IQ1;1.142.724,00;06/02/2024;07/02/2024;;C
24394;155;48;4-40679;Programado;Preventivo;IB;1.136.022,00;23/01/2024;24/01/2024;;C
24313;155;48;130-16390;Programado;Preventivo;IQ3;1.132.194,00;15/01/2024;16/01/2024;;C
24158;155;48;130-16297;Programado;Preventivo;IQ2;1.125.787,00;01/01/2024;02/01/2024;;C
23973;155;48;130-16186;Programado;Preventivo;IQ1;1.118.730,00;14/12/2023;15/12/2023;;C
23767;155;48;287-9111;Programado;Preventivo;IB;1.111.669,00;23/11/2023;30/11/2023;;C
23692;155;48;130-16018;Programado;Preventivo;IQ2;1.109.027,00;17/11/2023;18/11/2023;;C
23545;155;48;287-8944;Programado;Preventivo;IQ1;1.103.416,00;03/11/2023;05/11/2023;;C
